"text","cmp_code","eu_code"
"One Day  One Vote ONE CHANCE FOR CHANGE",NA,NA
"Westminster Manifesto",NA,NA
"2015",NA,NA
"Contents Introduction Introduction from Mike Nesbitt MLA - Leader of the Ulster Unionist Party ................................................................ 3 Playing a positive role in the Union .................................................................................................................................... 4 A Healthier People Safe and sustainable healthcare .......................................................................................................................................... 5 A strong and sustainable environment .............................................................................................................................. 7 -Combating climate change .......................................................................................................................................... 7 -A clean and sustainable supply of energy .................................................................................................................. 7 -Tackling the blight of fuel poverty ................................................................................................................................ 8 -Developing an effective planning system .................................................................................................................... 8 -Conserving our natural landscape and native species ................................................................................................ 9 -Enhancing our animal welfare standards .................................................................................................................... 9 A Prosperous People An economy equipped for the future ................................................................................................................................11 -Corporation Tax ............................................................................................................................................................ 11 -Beyond Corporation Tax .............................................................................................................................................. 11 Investing in the future - Education .................................................................................................................................... 12 Steps towards recovery - for both people and business .............................................................................................. 13 -Fairer wages and taxation .......................................................................................................................................... 13 -Reforming VAT ............................................................................................................................................................ 14 -A knowledge based economy .................................................................................................................................. 14 -Investing for the future .............................................................................................................................................. 15 -Making the most of our economic assets ................................................................................................................ 15 -Agri-food ...................................................................................................................................................................... 16 -The right to an affordable home ................................................................................................................................ 16 A Happy People Defending our armed forces, our security and our national interests ........................................................................ 17 Sensible policies on Europe and immigration ................................................................................................................ 18 Our Ethnic Minorities .......................................................................................................................................................... 19 Looking out for all in society .............................................................................................................................................. 19 -Keeping communities safe ........................................................................................................................................ 19 -Standing up for rights of victims ................................................................................................................................ 19 -Supporting younger and older people ...................................................................................................................... 20 -Assisting people with disabilities .............................................................................................................................. 20 -Respecting all cultures, faiths and sexualities .......................................................................................................... 21 -Meeting the needs of rural communities ................................................................................................................ 21 -Tackling disadvantage  ................................................................................................................................................ 21 Candidates Ulster Unionist Party Westminster Candidates .............................................................................................................. 23",NA,NA
"We understand that if you have a problem, you expect us, the politicians, to find the solution, irrespective of which level of government has the power to make it happen. That is why this 2015 Ulster Unionist Party Manifesto contains policy proposals across the full range of governmental bodies, from Europe, through Westminster, to the Northern Ireland Assembly and our new eleven Councils.",NA,NA
"Introduction by  Mike Nesbitt MLA Leader of the Ulster Unionist Party After all we in Northern Ireland have been through, this cannot be as good as it gets. You should demand better of your politicians. I want our people to feel healthier, happier and more prosperous.  I want our politics to switch from a culture of Dependency on welfare and the Block Grant, to a mind-set where we are focused on generating serious wealth for all our people. I want to tackle the toxic legacies of the Troubles: sectarianism, and poor mental health and wellbeing. Here are some big ideas that could change Northern Ireland for the better: •  Educate our children together from age 4 and you give them a virtual inoculation against sectarianism; •  Improve mental health and wellbeing and you get a Triple Win, addressing the legacy of the past, empowering people to move off benefits, and rebalancing the economy by making people economically active; •  Create tens of thousands of new jobs and you transform society as more and more people find their lives have proper meaning and purpose. Our politics never changes unless you make it happen.   The 7th of May is your chance.  Last year, your votes in the Local Government elections helped us turn a corner.  Now we want to return the favour. Together, we can force through a new relationship which better respects you, the people. I want us to move away from the current position, where the parties at the heart of our politics operate a High Accountability, Low  Trust regime.  That’s to say, they demand you account for your every action, yet they offer you very little trust in return, and seldom account for their own activities. The 7th May represents an opportunity to stop voting out of fear, because people say bad things will happen to you if you do not support them. The 7th of May is a chance to vote for Hope. The 7th of May is One Day, where your One Vote, is a chance to vote for Change. That is why on the 7th of May, I am asking YOU to Vote Ulster Unionist.",NA,NA
"PLAYING A POSITIVE ROLE WITHIN THE UNION",NA,NA
"“Our values are not an auction item”",NA,NA
"This is an uncertain time for the United Kingdom.","601",NA
"Scottish Nationalism has not accepted the democratic outcome of the referendum on Independence.","601",NA
"They may have lost that battle, but their war continues.","601",NA
"In fact, they have done more to destabilise the Union than Irish Republicanism ever did, and the Scottish Nationalist Party did so without bombs or bullets.","601",NA
"Nicola Sturgeon and Alex Salmond see themselves as Kingmakers on the 8th of May.","601",NA
"Their SNP will not put the broader interests of the UK first and foremost.","601",NA
"If their MPs are required to support a Government, then there is a very real prospect that it will further destabilise the Union, creating fear and uncertainty, not just among the citizens of the UK, but also with our global partners, economically and politically.","601",NA
"We have spoken to the US Administration and they do not welcome an undermining of the “Special Relationship” between the UK and the United States of America.","101",NA
"A stable Union is the most important result a good unionist should hope for in this Election.","601",NA
"Ulster Unionist MPs will be responsible citizens of the United Kingdom, defending, promoting and advancing the Union at this time of immense uncertainty.","601",NA
"While our MPs will seek to do the best they can for the people of Northern Ireland, we will also work in the best interests of the UK as a whole.","601",NA
"In the event that neither Labour nor the Conservative Party secure a majority of seats in the House of Commons, the Ulster Unionist Party will not be going to Downing Street holding out the begging bowl.","601",NA
"Neither the United Kingdom or Northern Ireland will profit from MPs intent only on short-term advantage, no matter what the longer-term damage that does to our place in the Union.","601",NA
"The Ulster Unionist Party values are not an auction item, available to the highest bidder.","601",NA
"“The Union makes sense: politically, economically, socially and culturally.”",NA,NA
"Instead we aspire to work with the UK Government to secure the tools and resources that will help us start moving away from our Dependency culture and start generating serious wealth for our people.","601",NA
"We believe the Union makes sense: politically, economically, socially and culturally.","601",NA
"Economically, you need look no further than the global league table of prosperity.","601",NA
"Who votes for relegation?","601",NA
"While the UK economy is one of the strongest in the world, there are key challenges to be faced, none bigger than our debt mountain.","414",NA
"Currently, the UK Government spends more servicing debt than it does on Education.","414",NA
"It is also more than is spent on public services in Northern Ireland and Wales combined.","414",NA
"That is an inconvenient truth for those who oppose actions to address the issue.","414",NA
"We do not wish to leave £1.4 Trillion of debt as a legacy for our children.","414",NA
"Rebalancing our economy should have three focal points for the public sector:","414",NA
"DEBT REDUCTION.",NA,NA
"At £1.4 Trillion, that equates to £54,353 per household;","414",NA
"PRODUCTIVITY.",NA,NA
"Every one percent of public sector staff time saved through increased productivity is worth £1.6 Billion to the public purse, or £64 Million in Northern Ireland;","410",NA
"TALENT MANAGEMENT.",NA,NA
"It is crucial that the current Voluntary Exit Scheme manages the radical change in public sector headcount, to ensure we retain the right people, with the right skills, in the right places.","410",NA
"For our private sector, the challenge is simple: growth.","410",NA
"A HEALTHIER PEOPLE",NA,NA
"“If we feel unwell, the National Health Service is there for us.  Now the NHS itself is sick, we need to be there to make it better.”",NA,NA
"SAFE AND SUSTAINABLE HEALTHCARE",NA,NA
"Over the last four years our National Health Service has been put under intolerable strains.","504",NA
"Health and Social Care Trusts being forced to make swingeing in year cuts to frontline services last year was an appalling demonstration of how badly the situation has deteriorated.","504",NA
"We want to cure that, with: Better use of funding and resources;","504",NA
"Decisive political leadership;","504",NA
"Strategic vision for health provision.","504",NA
"We need to get serious about prevention, ensure the NHS is fit for the future and more efficient in its use of staff, funding and resources.","504",NA
"We will benchmark the performance of the NHS in Northern Ireland against the best performing aspects of the NHS in Great Britain, measuring:","504",NA
"Safety, Quality of Care and Patient Experience;","504",NA
"Investment in people, skills, facilities and resources;","504",NA
"Waiting times.","504",NA
"The UK expenditure on health has now fallen behind many of our major European neighbours such as France, Germany and Denmark.","504",NA
"The trend within Northern Ireland over recent years is of ineffective investment whilst demand and cost pressures continue to grow exponentially.","504",NA
"We will provide the political leadership that ensures there is a strategic vision for the future that takes account of changing demand, delivering the resources required to maintain a consistently safe and high quality NHS.","504",NA
"Waiting times for elective surgery are spiralling, with patients facing the trauma of late-notice postponement;","504",NA
"Waiting times in Emergency Departments are unacceptably long with target times not just missed, but missed in ways that are unsafe to the point of posing increased risk to patients;","504",NA
"Many cancer services are in crisis, with far too many patients waiting unjustifiable lengths of time for diagnosis and treatment.","504",NA
"These factors impact hugely on staff morale, which is at an all-time low; the impact of underfunding and ineffective use of resources has only served to further undermine public and staff confidence in the health service.","504",NA
"We will: Not compromise on the core principle of the NHS remaining free at the point of delivery, available to everyone based on need, not the ability to pay;","504",NA
"Continue to oppose the introduction of charges on the sick.",NA,NA
"That includes falsehearted attempts to predetermine a specialised drugs fund on the reintroduction of prescriptions charges;","504",NA
"Put patients back at the heart of all the NHS does and ask frontline staff to tell us how best to transform the NHS back to its best.","504",NA
"Our commitments to our hospitals:",NA,NA
"In light of the growing evidence that demonstrates higher death rates at weekends in our hospitals and in the knowledge that illness and injury does not discriminate in relation to time of day or day of the week, we will begin the process of ensuring acute services within the NHS are delivered 24 hours a day 7 days a week.","504",NA
"We will extend evening and weekend consultant coverage and ensure staffing levels match patient flows;","504",NA
"We will tackle the shortage of specialist staff working in Emergency Departments, ensuring senior doctors are present 24 hours a day, removing patients’ fear of inappropriate or untimely treatment;","504",NA
"We will introduce a new revised workforce planning structure to ensure every hospital maintains safe and sustainable staffing levels.","504",NA
"“Hospitals are also not always a safe place if patients do not absolutely need to be there”",NA,NA
"Our commitments to primary care:",NA,NA
"We will reverse the trend of Northern Ireland having the lowest number of GPs per head in the United Kingdom;","504",NA
"We will ensure GP hubs are equipped to provide extended opening hours to reduce the number of patients having to seek help inappropriately at hospital;","504",NA
"We will place a greater emphasis on public health awareness campaigns and invest in early intervention efforts","504",NA
"; we will focus on keeping our communities well and preventing illness.","504",NA
"Our analysis of future needs:",NA,NA
"Dementia is a growing epidemic.","504",NA
