"text","cmp_code","eu_code"
"USE YOUR VOTE TO BRING ABOUT CHANGE","H",NA
"This election is about your future.","601.1",NA
"in 2016 a cross-community majority of people in the north voted to remain within the EU;","108",NA
"voted to protect your best interests,","601.1",NA
"people's jobs and livelihoods,","701",NA
"and your rights and entitlements currently enjoyed as lrish and EU citizens.","602.1",NA
"Since then the Tories and the DUP have ignored your views.","305.1",NA
"The dominant voice in the Tory party has been of right-wing English nationalism.","602.1",NA
"They have disregarded the voices of citizens in Scotland and the north of Ireland to remain.","108",NA
"But the game is far from over.","108",NA
"Your vote for remain candidates in this election is again about sending a message about which union you want to belong to; Ireland in Europe or Britain.","108",NA
"For three years the Tory/DUP desire for a Brexit at any cost has led us to the verge of crashing out of the EU without a deal","108",NA
"and a reintroduction of a hard border on our island.","602.1",NA
"This threat has not disappeared.","602.1",NA
"But there is a solution that allows us to ensure that we do not have a hard border, with all the political and financial consequences that would flow from that.","602.1",NA
"A solution that frees us up to shape our own political destiny,","602.1",NA
"free from the diktats of right-wing English nationalism.","602.1",NA
"That solution is contained within the Good Friday Agreement- the creation of a new, agreed and united Ireland - an inclusive society.","602.1",NA
"Spurious arguments that this is not the time for such a democratic exercise miss the fact that the discussion about our futureislive and growing.","202.1",NA
"Some on this island who are content with the status quo don't want to face the prospect of change; particularly when it must herald a realignment of politics on the island of lreland.","602.2",NA
"But the voices and desires of ordinary citizens will not be suppressed.","202.1",NA
"BREXIT:","H",NA
"There is no good Brexit.","108",NA
"The Tory government and the Westminster parliament created Brexit.","602.1",NA
"The British government and the Westminster parliament are committed to Brexit.","602.1",NA
"There is no British or Westminster solution to Brexit.","602.1",NA
"The lrish solution to Brexit will only be found in Dublin and in Europe.","602.1",NA
"That is where Sinn Fein has focussed our efforts to protect lreland,","602.1",NA
"the lrish economy","410",NA
"and the best interests of all citizens from the disaster of Brexit","108",NA
"and the chaos of Westminster.","602.1",NA
"TEAM SINN FEIN HAVE DELIVERED:SPECIAL STATUS FOR THE NORTH;","602.1",NA
"NO HARDENING OF THE BRITISH BORDER IN IRELAND;","602.1",NA
"PROTECTION FOR THE GOOD FRIDAY AGREEMENT;","202.1",NA
"NO UNIONIST VETO;","202.1",NA
"AUTOMATIC RE-ENTRY TO EUROPE THROUGH IRISH UNITY.","204",NA
"USING INFLUENCE WHERE IT MATTERS","H",NA
"Sinn Fein has been anti-Brexit from the start.","108",NA
"We campaigned across the North for Remain.","108",NA
"After the referendum we identified Europe, Dublin, and Washington as the key points of engagement in countering the Brexit process.","108",NA
"lnitially the focus in Europe was on Scotland.","108",NA
"The then Taoiseach, Enda Kenny, when he first went to Brussels talked about Scotland and didn't mention the North of lreland.","108",NA
"ln that context we launched a political offensive highlighting the case for Special Status for North.","602.1",NA
"We took legal advice and presented legal positions that proved Special Status was not only possible but imperative to protect lrish interests.","602.1",NA
"Defending the GFA would be key in challenging the DUP/Tory Brexit strategy.","108",NA
"We established direct links with many key players.","108",NA
"We published and distributed thousands of pamphlets areund Europe and Ireland - highlighting the key points of concern, and how they could be addressed.","108",NA
"ln Brussels our voice was being heard and our analysis sought by many.","108",NA
"ln Dublin we led and won the debate for Special Status.","602.1",NA
"Over time all the political parties in the Dail moved on to our position.","602.1",NA
"The lrish Government's approach to Brexit has been significantly influenced by our ideas and sustained by political and community pressure.","108",NA
"Our approach was always to be constructive.","305.1",NA
"We have worked closely with Border Communities Against Brexit (BCAB).","108",NA
"Their public profile and publicity provided them the space to influence.","108",NA
