"text","cmp_code","eu_code"
"Key Commitments","H",NA
"In this Parliament Alliance will:","H",NA
"Demand Better Than Brexit","H",NA
"Northern Ireland’s interests are best served within the EU, which is why we want to Remain.","108",NA
"If a Leave Parliament seeks to persue Brexit, then we want to minimise the harm.","108",NA
"In descending order of preference we want: A People’s Vote with the option to remain in the EU.","202.4",NA
"The whole UK to remain in the Single Market and Customs Union.","108",NA
"A Special Deal for Northern Ireland.","602.1",NA
"Demand Better Devolution","H",NA
"Northern Ireland deserves a stable, functioning and locally accountable Assembly based on delivery, cooperation and mutual respect.","301",NA
"We support: Holding urgent, time-bound talks led by an independent mediator","202.1",NA
"and if agreement can’t be reached before the 13th January 2020 deadline, then we need fresh elections","202.1",NA
"The drift and decline in public services in NI cannot go on.","301",NA
"Creating a new approach to devolution to ensure that if one or two parties are holding up devolution, those who want to do the job have the opportunity to do so.","301",NA
"Reforming the petition of concern before the Assembly returns.","202.1",NA
"Demand Better Integration","H",NA
"We want to create a fairer society, integrating services and delivering social reforms, by: Developing a comprehensive approach to promoting a shared future, through prioritising integrated education, shared neighbourhoods and promoting community relations.","606.1",NA
"Opposing any repeal of the Human Rights Act.","201.2",NA
"Bringing Northern Ireland into line with equality and discrimination law in the rest of the UK by creating a Single Equality Act.","503",NA
"Requiring all Executive policies to be ‘shared future-proofed’ to ensure that all major decisions support a united society rather than continuing or enhancing division.","606.1",NA
"Creating a Programme for Government outcome on ending sectarianism to drive action across Executive departments.","606.1",NA
"Demand Better Public Services","H",NA
"Due to a combination of political stagnation and austerity, our public services are struggling","504",NA
"We support: Reforming the education system so we end annual crises in school budgets.","506",NA
"Implementing the Bengoa reforms to transform our health service,","504",NA
"freeing up resources to pay health sector staff fairly.","701",NA
"Radically improving our infrastructure to boost economic growth,","410",NA
"benefit communities and prepare Northern Ireland for the future.","606.1",NA
"Demand Better Governance and Transparency","H",NA
"We believe in open and transparent politics.","202.1",NA
"We propose: Realising full transparency of political donations in Northern Ireland.","304",NA
"Reforming Westminster by allowing votes at 16,","202.1",NA
"introducing PR elections for the House of Commons","204",NA
"and directly electing the House of Lords.","204",NA
"Delivering MPs who are committed to working for everyone in their constituency,","202.1",NA
"celebrating the diversity of Northern Ireland.","607.1",NA
"Demand Better Work and Welfare","H",NA
"Overhaul the welfare system at Westminster to deliver support for all those who need it.","504",NA
"We support: Extending the welfare mitigations for Northern Ireland","504",NA
"and legislating to reclassify housing associations.","504",NA
"Repealing cruel UK-wide welfare measures such as the bedroom tax,","504",NA
"the two-child limit","504",NA
"and the six-month rule.","504",NA
"Ending the benefits cap and the punitive sanctions regime.","504",NA
"Supporting increases to Carers Allowance and Statutory Maternity Pay","504",NA
"as well as minimum wage equality for young people.","412",NA
"Expanding free childcare provision to 30 hours per week.","504",NA
"Demand Better Climate Action","H",NA
"The world is facing a climate emergency and urgent action is needed, including: Reducing the UK’s net greenhouse gas emissions to zero by 2030.","501",NA
"Mitigating the impact of climate change by implementing a comprehensive climate action plan.","501",NA
"Embedding environmentalism and climate action at the heart of government planning and delivery.","501",NA
"Brexit","H",NA
"Alliance is a progressive, internationalist and pro-European party.","108",NA
"We recognise that in this modern, globalised world we face many transnational challenges from climate change to the regulation of the internet, and we are stronger through co-operation and pooling our sovereignty.","108",NA
"The European Union allows us to face those challenges together.","108",NA
"People in Northern Ireland recognise the huge benefits of EU membership, which is why the majority voted to remain.","108",NA
"Alliance is standing up for Northern Ireland and advocating for the best interests of the people of this region, through maintaining political stability, defending the Good Friday Agreement, retaining open borders throughout these islands, protecting our economy and enabling future opportunities.","602.1",NA
"Northern Ireland only works based on sharing and interdependence, yet Brexit entails new divisions, barriers and friction.","108",NA
"Brexit exposes contradictions and ambiguities that are otherwise being managed through the Good Friday Agreement.","108",NA
"Any form of Brexit poses significant problems for Northern Ireland.","108",NA
"Our economy depends on sales and supply chains across these islands.","108",NA
"Brexit undermines people’s ability to enjoy current rights as EU citizens.","108",NA
"Brexit brings problems for security and other forms of intergovernmental co-operation.","108",NA
"This is why there is no such thing as a good or sensible Brexit – it is an act of huge self-sabotage.","108",NA
"We want to stop Brexit but if Brexit is forced through, we want to minimise the harm.","108",NA
"Our priorities and preferences are in descending order: A People's Vote to reconsider Brexit, with the option to remain in the EU.","202.4",NA
"The whole of the UK remaining in the Single Market and Customs Union.","108",NA
"A Special Deal that helps the Northern Ireland economy","406",NA
"and defends the Good Friday Agreement.","202.1",NA
"Our Campaign for a People’s Vote","H",NA
"In order to stop Brexit the most coherent, feasible and democratic way forward is a People’s Vote.","202.4",NA
"The 2016 Referendum was an unclear choice between a clearly defined Remain and an undefined Leave option, interpreted as a broad range of scenarios.","108",NA
"It was a snapshot in time based on limited information.","108",NA
"Questions persist regarding the fairness and transparency of the process.","202.1",NA
"Many wild and unrealistic promises were made, including the NHS funding pledge on the side of a bus.","108",NA
"Over three years on from the referendum, we now know so much more about Brexit: the complexities, risks and impacts upon so many areas of life;","108",NA
"the impracticalities of some of the proposals;","108",NA
"and of course the wider political impasse it has caused.","108",NA
"Given all this, it cannot be a betrayal of the people who voted in 2016 to now ask again what they want.","202.4",NA
"There are also over one million young people who have now joined the electorate","202.1",NA
"In a democracy, people have the right to change their mind and there is consistent evidence to suggest that there may now be a majority across the UK for Remain.","202.1",NA
"Indeed, it would be a tragedy if the UK ultimately left the EU, particularly in a cliff-edge no-deal, if a majority of people don’t want that to happen.","108",NA
"Opportunities to secure a People’s Vote have been missed on several occasions – Alliance is committed to using its influence in any incoming Parliament to finally secure a People’s Vote","202.4",NA
"This will require the incoming UK Government requesting a further extension from the European Council to provide the necessary time to facilitate a proper referendum campaign","202.4",NA
"Parliament would then legislate to facilitate the referendum with the Electoral Commission advising on the intelligibility of the question.","202.4",NA
"We now know the shape of any deal that can be done with the EU and neither Theresa May’s deal nor Boris Johnson’s reflected the promises made in 2016","108",NA
"It is imperative that we put the final deal to the public with Remain as an option on the ballot paper.","202.4",NA
"A Special Deal for Northern Ireland","H",NA
"If Brexit happens and a softer version of Brexit is ruled out, UK-wide, then Alliance will support a special set of arrangements to reflect the particular circumstances of Northern Ireland, building on the foundations of devolution.","301",NA
"Alliance wants Northern Ireland to remain part of a Customs Union with the European Union and the entire Single Market, including all four fundamental freedoms: the free movement of goods, services, capital and people.","108",NA
"You can read more detailed proposals in our paper Bridges not Borders (November 2017).","108",NA
"We can maximise trade through the rest of world, benefitting from existing EU trade deals and negotiating new trade opportunities from a position of strength.","407",NA
"Membership of the EU does not prevent the UK trading with any part of the world.","407",NA
"By contrast, an independent trade policy would see the UK chasing trade deals from a position of weakness, and could see compromises around labour, environment, food safety and human rights,","406",NA
"and risk undermining key aspects of the NI economy such as agri-food.","406",NA
"While the EU may have fallen a little as a proportion of UK trade, it remains by far the most important market and represents the deepest level of economic integration in the world.","108",NA
"This is what the UK would turn its back on it a no deal scenario.","108",NA
"Other aspects of special arrangements for Northern Ireland should include: Protection of the rights of EU Nationals in Northern Ireland.","201.2",NA
"Recognition of all people from Northern Ireland as EU Citizens.","602.1",NA
"Maintenance of the all-island energy market.","406",NA
"Renegotiated access to EU Structural Funds.","108",NA
"Continued access to competitive EU funds, such as Horizon 2020/Horizon Europe and Erasmus+.","108",NA
"Retained ability for Northern Ireland organisations to be the lead partner in EU programmes, such as INTERREG and PEACE, even as a third country.","108",NA
"Participation in and access to the key policing, security and judicial mechanisms of the EU, such as the European Arrest Warrant and the Schengen Information System 2.","108",NA
"If Northern Ireland were outside the European Union, there would be an expectation that the UK Government bridge any funding gaps to Northern Ireland.","602.1",NA
"This must not revert to the Barnett Formula, as the existing approach to EU funding reflects the higher relative need of Northern Ireland.","602.1",NA
"This is particularly relevant to any successor to the Common Agricultural Policy and the proposed Shared Prosperity Fund which may replace the Structural Funds.","602.1",NA
"Boris Johnson’s Deal","H",NA
"We believe there is no such thing as a good or sensible Brexit and any version of a Brexit deal will bring its own particular challenges.","108",NA
"The current Boris Johnson deal is more challenging for Northern Ireland than Theresa May’s Withdrawal Agreement, which included the crucial backstop for Northern Ireland.","602.1",NA
"Theresa May’s deal fell well short of our concept of a special deal for Northern Ireland but at least provided a stronger platform from which to build.","602.1",NA
"The Johnson deal at a minimum only avoids a new border on the island of Ireland and protects the Good Friday Agreement","108",NA
"While any form of Brexit involves some degree of an interface to be managed, this deal entails a more bureaucratic, complicated and expensive framework of checks","108",NA
"There is also in-built uncertainty regarding the ongoing regulatory regime in Northern Ireland due to the requirement for periodic votes in the Assembly.","602.1",NA
"The Northern Ireland specific provisions only apply to the movement of goods and agri-food.","108",NA
"The future relationship negotiations could lead to major gaps in relation to the service economy and the free movement of people.","108",NA
"There is also uncertainty regarding Northern Ireland’s position on the level playing field provisions, including workers’ rights","701",NA
"and environmental protections.","501",NA
"There may also be gaps and a deterioration of arrangements in relation to policing, criminal and civil justice co-operation and uncertainty over access to EU programmes such as Horizons Europe and Erasmus+.","108",NA
"Moreover, a harder Brexit for Great Britain and a no deal situation, even at the end of any transition period, would have serious knock-on economic consequences for Northern Ireland.","602.1",NA
"If Boris Johnson’s deal is ratified by Parliament and implemented, Alliance will take the following actions: Supporting a future economic relationship based around a Customs Union and full participation in the Single Market.","108",NA
"In the absence of the above, seeking to minimise declarations and checks on NI to GB and GB to NI trade respectively,","407",NA
"plus pushing for further mitigations to reduce the regulatory burden and compliance costs for businesses, through clarification of the existing Withdrawal Agreement via the Joint Committee, further agreements with the EU, and financial assistance.","402",NA
"Advocating a wider future economic relationship for our region beyond the terms and scope of the current Ireland/Northern Ireland protocol.","108",NA
"Seeking access to a wide range of EU Programmes.","108",NA
"Securing ongoing co-operation in policing and justice.","108",NA
"The Protection of Rights","H",NA
"Alliance believes that rights and equality are central to the cohesion of our society and to the wider European project.","201.2",NA
"At present, all the people of Northern Ireland have rights as EU Citizens.","108",NA
"While those people from Northern Ireland who are Irish citizens have automatic entitlement to be EU citizens, the application of many of these rights may only be operational within the territory of the EU.","108",NA
"Brexit therefore risks loss of existing rights to access health care and educational opportunities.","108",NA
"By contrast, future recognition of rights only to those who are Irish citizens risks breaching the Good Friday Agreement as those people in Northern Ireland who are solely British citizens would no longer enjoy parity.","201.2",NA
"We are opposed to any regression or diminution of the existing rights that the people of Northern Ireland currently have through EU membership.","201.2",NA
"There is a joint challenge for the UK Government, the Irish Government and the EU to ensure continuity and further application of additional rights that become recognised.","201.2",NA
"This should apply to all those who reside within Northern Ireland and these rights should remain fully enforceable through the judicial mechanisms of the EU.","108",NA
"Alliance also wants to ensure that Northern Ireland remains welcoming to all those from elsewhere in the European Union and the rest of the world who have made this region their home, helping to build our economy and enriching our society","607.1",NA
"In the event of Brexit, some limited immigration powers should be given to the Assembly in order to have a system that better reflects the particular circumstances of our economy.","301",NA
"We want the 1981 UK Nationality Act to be amended to better reflect in law the identity and citizenship terms of the Good Friday Agreement.","602.1",NA
"We believe the Common Travel Area should be placed on a formal legal basis.","602.1",NA
"Northern Ireland","H",NA
"We believe that Northern Ireland deserves a functioning, stable Assembly.","301",NA
"Local decision-making, which shapes and delivers services in a way which takes account of local circumstances whilst being accountable at the local level, is vital in order to build confidence in our political system.","301",NA
"Moreover, it provides a framework to manage and reconcile our political and societal divisions.","301",NA
"It is unacceptable that we are now approaching three years without a functioning Assembly","301",NA
"Our public services are in crisis with long overdue reforms further delayed,","301",NA
"and our economy is increasingly stagnating.","410",NA
"We continue to hit roadblock after roadblock where legislative change and Ministerial sign-off is required, and the public have had enough.","301",NA
"As co-guarantors of the Good Friday Agreement, the two governments should: Publish a paper on their best assessment of consensus, based on the most recent talks process, and challenge parties to engage.","301",NA
"Appoint an independent mediator to convene urgent, multi-party talks in order to create political space for agreement and repair political relationships.","301",NA
"These talks should be time-limited with a clear focus on accepting, amending or rejecting the governments’ paper.","301",NA
"In parallel, the following measures could help clear the deadlock: The Secretary of State should consider taking contentious issues – such as the Irish Language and Petition of Concern reform – off the table by legislating in Westminster if necessary.","202.1",NA
"Petition of Concern reform should be taken forward in this way as it must be in place for a restored Assembly, rather than risk it being kicked into the long grass.","202.1",NA
"A new Civic Forum should be formed, comprised of a combination of local politicians (33%) and a group of citizens (66%) drawn at random from the electoral register, which would hold a series of debates and evidence-based discussions focused on the restoration of the institutions.","202.4",NA
"We also note that the period for forming an Executive under the Northern Ireland (Executive Formation etc) Act 2019 will expire on 13th January 2020 and believe that this must lead to fresh elections within a reasonable timeframe, unless an Executive has been formed.","202.1",NA
"If those elections fail to deliver a new Executive within the two-week period, we believe that alternative arrangements for governing Northern Ireland, consistent with the Good Friday Agreement, should be introduced to end the drift and decline in public services and decision-making.","202.1",NA
"Governance and Transparency","H",NA
"For too long, investment in public services and the economy has been held back as a result of an almost complete failure of leadership over crucial issues and the breakdown of functioning relationships between the two leading political parties within the Executive.","202.1",NA
"It is clear that things must be done differently at Stormont.","202.1",NA
"The public deserve better – we should no longer accept the status quo.","202.1",NA
"The current stagnation is stifling social cohesion, damaging communities and the prospects of our young people.","202.1",NA
"Politics must work for the entire community.","202.1",NA
"Stormont needs a reboot.","301",NA
"The major weaknesses of the current system have been exposed by the current political deadlock.","202.1",NA
"A system whereby the two largest parties are able to veto the creation of a cross-community government further reinforces the need for reform to permit a voluntary coalition to proceed.","202.1",NA
"In our current deadlock, this could allow devolved government to continue and avoid the imposition of ‘Direct Rule’.","301",NA
"Transforming Stormont","H",NA
"Alliance has suggested a number of ways to secure a better functioning and more stable political system for Northern Ireland.","301",NA
"These include: Ending the process of community designation in the Assembly and replacing it with a requirement for weighted majorities on defined key votes or in situations where a reformed Petition of Concern has been invoked.","202.1",NA
"Urgent and meaningful reform of the Petition of Concern system.","202.1",NA
"It should be used in narrow circumstances in line with its original purpose as envisaged in the Northern Ireland Act.","202.1",NA
"Creating a coalition decided through voluntary negotiation between parties and subject to a vote in the Northern Ireland Assembly.","202.1",NA
"Collective responsibility must apply.","202.1",NA
"Facilitating an effective opposition made up of parties who do not wish to enter the Executive.","202.1",NA
"This opposition would be accorded additional rights to help them fulfil this role.","202.1",NA
"Re-naming of the First Minister and deputy First Minister as “Joint First Ministers”.","202.1",NA
"This would end what has become a potentially polarising contest over which party has a claim to First Minister and which party is “relegated” to deputy First Minister.","202.1",NA
"The Executive Office should remain a joint office, in name and practice.","202.1",NA
"Requiring greater co-operation between Ministers, including working together to agreed aims under law.","202.1",NA
"Requiring all Executive policies to be ‘shared future-proofed’ to ensure that all major decisions support a united society rather than continuing or enhancing division.","202.1",NA
