"text","cmp_code","eu_code"
"FIVE GIANT CHALLENGES","H",NA
"Strong and stable leadership","H",NA
"Like generations before us, we are living through a time of profound national change.","305.3",NA
"At such moments, our country requires strong and stable leadership that is capable of taking the right long-term decisions for the United Kingdom’s future security and prosperity.","305.3",NA
"Since the referendum result last summer, that is what the government has delivered.","305.1",NA
"Despite predictions of immediate financial and economic danger, we have seen confidence remain high,","410",NA
"record numbers of jobs","701",NA
"and economic growth that has exceeded all expectations.","410",NA
"A new Conservative government will stick to the plan that has delivered stability and certainty.","305.1",NA
"Over and above this plan, we know that we need to take the right long-term decisions for our future security","104",NA
"and prosperity.","410",NA
"In doing so, we will make sure that Britain not only meets the challenges of the future but grasps the opportunities these challenges present.","305.1",NA
"Five giant challenges","H",NA
"This manifesto offers our vision for Britain not just for the next five years but for the years and decades beyond.","601.1",NA
"It is a programme for government but it is also a declaration that we intend to achieve what few governments even attempt: we will take the big, sometimes difficult, long-term decisions that are right for our future and for future generations.","305.1",NA
"For at this moment of national change, we believe that Britain faces five giant challenges, each of which requires strong leadership, concerted effort and intelligent policy to address.","305.3",NA
"The need for a strong economy.","410",NA
"We need to make the most of our existing strengths,","410",NA
"invest in infrastructure and people,","411",NA
"and ensure that the whole of our economy across the whole of our country can grow.","410",NA
"Without a strong economy, we cannot guarantee our security,","104",NA
"our personal prosperity,","410",NA
"our public services,","504",NA
"or contented and sustainable communities.","606.1",NA
"Brexit and a changing world.","110",NA
"We need to deliver a smooth and orderly departure from the European Union","110",NA
"and forge a deep and special partnership with our friends and allies across Europe.","108",NA
"As there is increasingly little distinction between domestic and international affairs in matters of migration, national security and the economy, Britain must stay strong and united","601.1",NA
"– and take a lead in the world to defend our interests.","107",NA
"Enduring social divisions.","503",NA
"For too many people, where you end up in life is still determined by where you were born and to whom.","503",NA
"We need to make sure that everyone has the opportunity to make the most of their talents and hard work, whoever you are and wherever you are from.","503",NA
"An ageing society.","504",NA
"We need to respond to the reality of an ageing society, giving people security in old age and caring for those with long-term health conditions,","504",NA
"whilst making sure we are fair to younger generations.","503",NA
"Fast- changing technology.","411",NA
"For the sake of our economy and our society, we need to harness the power of fast-changing technology,","411",NA
"while ensuring that our security and personal privacy – and the welfare of children and younger people – are protected.","605.1",NA
"Governing from the mainstream","H",NA
"If we do not take decisions now to address these challenges, our country risks becoming weaker, poorer and less stable;","503",NA
"but if we show leadership and grasp the opportunities that these giant challenges present, Britain can emerge from Brexit, look beyond it and launch into the future with confidence.","305.3",NA
"To do that, we will need to govern in the manner established by Theresa May since she became prime minister last year.","305.2",NA
"We must reject the ideological templates provided by the socialist left and the libertarian right and instead embrace the mainstream view that recognises the good that government can do.","305.3",NA
"Rather than pursue an agenda based on a supposed centre ground defined and established by elites in Westminster, we will govern in the interests of the mainstream of the British public.","305.1",NA
"We will get on with the job and take Britain out of the European Union.","110",NA
"We will restore the public finances and maintain economic stability.","414",NA
"We will reduce and control immigration.","601.2",NA
"We will be resolute in defending the country from terrorism and other security threats.","104",NA
"We will also stand up to those in positions of power who abuse that privilege.","304",NA
"We will run public services in accordance with their values as important local and national institutions.","504",NA
"We will not only guarantee but enhance workers’ rights and protections.","701",NA
"And we will develop our ambitious modern industrial strategy to get the economy working for everyone, across the whole of our nation.","503",NA
"Under the strong and stable leadership of Theresa May, there will be no ideological crusades.","305.2",NA
"The government’s agenda will not be allowed to drift to the right.","305.1",NA
"Our starting point is that we should take decisions on the basis of what works.","305.1",NA
"And we will always be guided by what matters to the ordinary, working families of this nation.","701",NA
"We will govern in the interests of ordinary, working families","H",NA
"As Theresa May said when she first became prime minister, the work of the government under her leadership will be driven not for the benefit of a privileged few but by the interests of ordinary, working families:","701",NA
"people who have a job but do not always have job security;","701",NA
"people who own their own home but worry about paying the mortgage;","701",NA
"people who can just about manage but worry about the cost of living and geting their children into a good school.","701",NA
"These families have been ignored by politicians, and by others in positions of power, for too long.","701",NA
"Yet they do not ask for much: they want to get on with their lives, to do their best for their children, to have a fair chance.","603",NA
"Under Theresa May’s leadership, they will no longer be ignored.","701",NA
"They are the people to whom this manifesto is dedicated.","701",NA
"They are the people who work hard every day and make this country what it is.","701",NA
"And they are the people who deserve strong and stable leadership from a government that is determined to address the five giant challenges we face – and make the right long-term decisions for the future of the United Kingdom.","305.3",NA
"We believe in the good that government can do","H",NA
"To do that, we will need a state that is strong and strategic, nimble and responsive to the needs of people.","305.3",NA
"While it is never true that government has all the answers, government can and should be a force for good","305.3",NA
"– and its power should be put squarely at the service of this country’s working people.","701",NA
"If we are going to keep our economy strong as the world changes, we will need government to play an active role, leading a modern industrial strategy to make the most of Britain’s strengths and take advantage of new opportunities","411",NA
"– bringing secure, well-paid jobs to the whole of the country.","701",NA
"If we are going to make sure Britain emerges from Brexit as a strong and united nation, we will need strong leadership and good government:","305.3",NA
"to get the right deal for Britain in Europe,","110",NA
"to strike new trade deals around the world","407",NA
"and to make sure our economy is strong for the years ahead.","410",NA
"If we want to overcome Britain’s enduring social divisions, we will need to give people real opportunity and make Britain the world’s Great Meritocracy.","503",NA
"That will require government to take on long-ignored problems like Britain’s lack of training and technical education,","411",NA
"as well as long-lasting injustices, such as the lack of care for people with mental health problems,","504",NA
"and the inequality of opportunity that endures on the basis of race, gender and class.","503",NA
"If we are going to cope with our ageing society and if we want to give security to people in old age while being fair to younger generations, we are going to need positive, active government that will deal with increased demand for social care,","504",NA
"fund and improve our National Health Service","504",NA
"and build more houses across the country.","504",NA
"We will need to take sometimes difficult decisions that ask more of one generation in order to help another.","606.1",NA
"If we are going to respond to rapid changes in technology, we need government to make Britain the best place in the world to set up and run modern businesses,","411",NA
"bringing the jobs of the future to our country;","701",NA
"but we also need government to create the right regulatory frameworks that will protect our security and personal privacy","201.1",NA
", and ensure the welfare of children and younger people in an age when so much of life is conducted online.","605.1",NA
"Government alone cannot solve every challenge our country faces.","606.1",NA
"Without business and enterprise, there would be no prosperity and no public services.","401",NA
"Without the obligations and duties of citizenship, society would not function.","606.1",NA
"Without individual responsibility, nothing can be achieved.","606.1",NA
"But for a country to remain stable, an economy to be strong, a society to stay healthy, we need a partnership between the individual and the wider nation,","606.1",NA
"between private sector and public service,","606.1",NA
"and the strong leadership only government can provide.","305.3",NA
"Our principles","H",NA
"We believe these things not despite the fact that we are Conservatives but because we are Conservatives.","305.1",NA
"Because Conservatism is not and never has been the philosophy described by caricaturists.","603",NA
"We do not believe in untrammelled free markets.","403",NA
"We reject the cult of selfish individualism.","603",NA
"We abhor social division, injustice, unfairness and inequality.","503",NA
"We see rigid dogma and ideology not just as needless but dangerous.","202.1",NA
"True Conservatism means a commitment to country and community;","603",NA
"a belief not just in society but in the good that government can do;","305.3",NA
"a respect for the local and national institutions that bind us together;","606.1",NA
"an insight that change is inevitable and change can be good, but that change should be shaped, through strong leadership and clear principles, for the common good.","606.1",NA
"We know that our responsibility to one another is greater than the rights we hold as individuals.","606.1",NA
"We know that we all have obligations to one another, because that is what community and nation demands.","606.1",NA
"We understand that nobody, however powerful, has succeeded alone and that we all therefore have a debt to others.","606.1",NA
"We respect the fact that society is a contract between the generations: a partnership between those who are living, those who have lived before us, and those who are yet to be born.","606.1",NA
"A vision of a stronger Britain and a prosperous future","H",NA
"If we allow ourselves to be directed by these principles,","606.1",NA
"if we have strong and stable leadership,","104",NA
"and if we address the five giant challenges faced by Britain,","104",NA
"we believe that the future of our country is a bright one.","601.1",NA
"We are already the fifth largest economy in the world,","601.1",NA
"the biggest recipient of foreign investment in Europe","408",NA
