"text","cmp_code","eu_code"
"Manifesto 2015",NA,NA
"SCOTTISH NATIONAL PARTY MANIFESTO 2015",NA,NA
"Follow theSNP",NA,NA
"My vow is to make Scotland stronger at Westminster. At this election, we have the opportunity to shake up the out of touch Westminster system so that it serves Scotland better. A vote for the SNP on May 7th is a vote for MPs who will always stand up for Scotland's best interests. It is a vote to make Scotland's voice heard at Westminster more loudly than it has ever been heard before. And it is a vote for more progressive politics. The SNP will use our influence at Westminster to help deliver positive change for the benefit of ordinary people, not just in Scotland, but across the UK. We propose a real alternative to the pain of austerity, an end to unfair policies like the Bedroom Tax, a higher minimum wage and protection for our NHS and vital public services. Instead of even deeper Westminster spending cuts, we want to see more investment in our economy, to create more and better paid jobs. And we want the precious resources of our country to be invested in building a better future for our children, not on a new generation of nuclear weapons.The SNP will never put the Tories into power.Instead, if there is an antiTory majority after the election, we will offer to work with other parties to keep the Tories out.And we will then use our influence to demand that Labour delivers the real change that people want and need instead of just being a carbon copy of the Tories.A vote for the SNP will make Scotland's voice heard loudly and clearly.And it will help deliver new, better and more progressive politics at Westminster for everyone.My vow is to make Scotland stronger at Westminster. With your support, we can secure a better future for you, your family and Scotland.",NA,NA
"WHO CARES MOST FOR OUR HEALTH SERVICE?",NA,NA
"Everyone agrees Westminster needs to change.","602",NA
"The SNP is ready to play a constructive role, to challenge the old order with new and progressive ideas.","301",NA
"It’s time to put fairness and equality back at the heart of government.","503",NA
"With a strong SNP team at Westminster we can use our influence to end the needless pain of Tory cuts.","301",NA
"And we can campaign to secure more money for health,","504",NA
"education","506",NA
"and childcare.","504",NA
"Here are our key priorities to make Scotland stronger at Westminster:","301",NA
"An end to austerity",NA,NA
"SNP  MPs  will  demand  an  end  to  austerity.","409",NA
"We  oppose  further spending  cuts  and  propose  modest  spending  increases   of  0.5  per  cent  above  inflation   in  each  year  of  the  next  Parliament.","409",NA
"Under our plan, the deficit will still reduce each year,","414",NA
"but there will be at least an additional £140 billion across the UK to invest in skills and infrastructure,","411",NA
"in our NHS and other public services,","504",NA
"and in measures to protect the vulnerable and lift people out of poverty.","503",NA
"We will also vote for the following revenue raising measures the reintroduction of the 50 pence top tax rate,","409",NA
"a tax on bankers' bonuses,","409",NA
"a bank levy,","409",NA
"a mansion tax,","409",NA
"a crackdown on tax avoidance,","605",NA
"the abolition of 'nondom' status","409",NA
"and reversal of the married couple’s tax allowance.","503",NA
"Increased NHS funding",NA,NA
"We will meet the NHS funding challenge laid down in the report of the NHS Chief Executive in England – the Stevens Report and vote for an increase in NHS spending across the UK of £24 billion by 202021 £9.5 billion above inflation.","504",NA
"This will deliver a total boost to the NHS Scotland budget of £2 billion by 202021.","504",NA
"SNP MPs will also vote against any further privatisation of the NHS in England and back any moves to restore it to a fully public service.","413",NA
"Fairer pensions",NA,NA
"We will support a singletier pension of £160 per week","504",NA
"and vote to continue the triple lock, guaranteeing that pensions will always rise by inflation, earnings or 2.5 per cent whichever is the highest.","504",NA
"We will also vote to protect the Winter Fuel Allowance.","504",NA
"We will oppose the abolition of Savings Credit – introduced to reward people for saving for their pension","504",NA
"and we will seek a review of plans to increase the state pension age beyond 66.","504",NA
"Scrapping Trident",NA,NA
"We will oppose plans for a new generation of Trident nuclear weapons","105",NA
"and seek to build an alliance in the House of Commons against Trident renewal.","105",NA
"We will vote for the £100 billion that the Westminster parties plan to spend on Trident renewal to be invested instead in better childcare, education and the NHS.","105",NA
"Better paid jobs",NA,NA
"We will vote to increase the minimum wage to £8.70 by 2020.","412",NA
"We will also support measures to extend the Living Wage across the UK.","412",NA
"The Scottish Government already pays the Living Wage to all of its own employees and to those covered by its pay policy we will call on,","412",NA
"and vote for, the UK government to adopt the same policy.","412",NA
"Reducing child poverty",NA,NA
"It is estimated that an additional one million children across the UK will be living in poverty by 2020.","504",NA
"That is unacceptable and would mean an additional 100,000 children in Scotland growing up in poverty.","504",NA
"That is why we will vigorously oppose plans for further cuts in Child Benefit and Tax Credits allowing these payments to erode in value simply pushes more children into poverty.","504",NA
"Instead, we will vote to increase benefits at least in line with CPI inflation//,","504",NA
"to ensure that the incomes of the poorest in society do not fall even further behind the cost of living.","503",NA
"And we will support an increase in free childcare to 30 hours per week by 2020.","504",NA
"More support for disabled people and carers",NA,NA
"We will vote to block plans to cut Disability Living Allowance by £3 billion across the UK by 201718.","504",NA
"Scotland’s share of that cut is around £310 million per year.","504",NA
"These cuts would see more than 100,000 disabled people in Scotland – and one million across the UK – losing over £1,100 a year in the support that they rely on to live independent lives.","503",NA
"We will use our influence to make sure that these cuts do not proceed","504",NA
"and that disabled people are given the support they deserve.","503",NA
"We will also support an increase in Carer’s Allowance so that it matches Jobseekers' Allowance.","504",NA
"Those in receipt of Carer’s Allowance will benefit by almost £600 per year.","504",NA
"Scrapping the Bedroom Tax",NA,NA
"We will vote for the immediate abolition of the unfair Bedroom Tax.","503",NA
"Abolishing the Bedroom Tax would mean that the £35 million a year that the Scottish Government is spending to compensate those affected by it would be available to spend on other priorities.","503",NA
"We would invest that money in measures to tackle and eventually eradicate food poverty.","503",NA
"Investing in education",NA,NA
"We will guarantee the continuation of free university education in Scotland","506",NA
"and support the reduction of tuition fees across the UK.","506",NA
"We will extend the availability of Educational Maintenance Allowance in Scotland to an additional 10,000 school pupils","506",NA
"and 12,000 part time college students.","506",NA
"Opposing withdrawal from the European Union",NA,NA
"At least 330,000 Scottish jobs – around one in seven of all jobs are dependent on our membership of the single market.","108",NA
"That is why we will oppose a referendum on membership of the EU.","108",NA
"Being part of Europe is good for business","108",NA
"and it supports jobs in Scotland and across the UK.","108",NA
"If an in/out EU referendum does go ahead, we will seek to amend the legislation to ensure that no constituent part of the UK can be taken out of the EU against its will.","108",NA
"We will propose a 'double majority' rule meaning that unless England, Scotland, Wales and Northern Ireland each vote to leave the EU, the UK would remain a member state.","108",NA
"Immigration policy that works for Scotland",NA,NA
"Diversity is one of Scotland's great strengths.","607",NA
"Effective immigration controls are important,","403",NA
"but we must also remember that those who have come to Scotland from other countries make a significant contribution to our economy and our society.","607",NA
"We will support sensible immigration policies that meet our economic needs","403",NA
"and, as a priority, we will seek the reintroduction of the post study work visa, so that those we have helped educate are able, if they so choose, to make a contribution to our economy.","403",NA
"More affordable housing",NA,NA
"There is a substantial shortfall of affordable houses for rent across the UK.","503",NA
"The Scottish Government is on track to meet the commitment to 30,000 new affordable homes by 2016, but more needs to be done.","503",NA
"We will back investment in an annual house building target across the UK of 100,000 affordable homes a year.","503",NA
"We will also continue our support for Help to Buy and shared equity to help people get a foot on the housing ladder.","503",NA
"A focus on job creation",NA,NA
"We will support targeted reductions to employer’s National Insurance contributions to support job creation and the extension of the Living Wage.","402",NA
"We will support an increase in the Employment Allowance from £2,000 per business per year to £6,000 per business per year, reducing the cost of creating and maintaining jobs.","402",NA
"We will support this change being phased in over the fouryear period to 201920.","402",NA
"Fair work",NA,NA
"In work poverty is a modern day scandal that must be tackled.","503",NA
"We support increases in the personal tax allowance","503",NA
"but will also back an increase in the Work Allowance – the amount people are allowed to earn before their benefit is cut – of 20 per cent.","701",NA
"This will encourage people back into work by reducing the amount the state claws back – making work pay more.","701",NA
"We will also support tough action to end exploitative zero hours contracts.","701",NA
