"text","cmp_code","eu_code"
"The Northern Ireland Plan",NA,NA
"Our priorities",NA,NA
"Make Northern Ireland an economic powerhouse",NA,NA
"Deliver world class public services for our people",NA,NA
"Create a society based on fairness and opportunity for everyone",NA,NA
"Make politics and Government work better in Northern Ireland",NA,NA
"Strengthen the United Kingdom and protect and enhance our British identity",NA,NA
"We have a positive plan for Northern Ireland",NA,NA
"To deliver our plan we need a strong team of DUP MPs returned to Westminster to negotiate a good deal for Northern Ireland in the event of a hung parliament.","601",NA
"Only a vote for the DUP will deliver our clear plan for a better Northern Ireland and a stronger United Kingdom.","601",NA
"We want to create a shared and united Northern Ireland","606",NA
"that is economically prosperous","410",NA
"and plays a full and active role as part of the United Kingdom.","601",NA
"We will use our position at Westminster to strengthen the UK","601",NA
"and to seek the best deal for Northern Ireland.","601",NA
"We will fight for the interests of everyone in Northern Ireland.","601",NA
"Since devolution was restored to Northern Ireland in 2007 real progress has been made across a range of areas.","301",NA
"Despite all of the political ups and downs, Northern Ireland is slowly but surely moving in the right direction again.","601",NA
"Over these last eight years we have been working to secure Northern Ireland’s position within the UK,","601",NA
"to help grow our economy,","410",NA
"to offer opportunity to all","503",NA
"and to build reconciliation and address the legacy of the past.","106",NA
"This challenge has been made all the more difficult by virtue of the global economic downturn,","410",NA
"the reduction in public expenditure available to the Northern Ireland Executive","602",NA
"and the system of government we operate.","602",NA
"In spite of this, things are changing for the better.","601",NA
"The transformation is visible wherever you look.","601",NA
"Northern Ireland is now a venue not just for international investment, but for events that would not have considered coming here just a few years ago.","601",NA
"We have a plan for where we want Northern Ireland to be in 2021, the hundredth anniversary of Northern Ireland’s creation.","601",NA
"We have been working to deliver it.","601",NA
"However, the election on 7 May will give Northern Ireland the opportunity of a lifetime to transform our Province for generations.","601",NA
"It is highly likely that after that election no single party will have enough seats to command a majority in the House of Commons.","305",NA
"That means that the votes of our MPs could be crucial.","305",NA
"Political commentators have consistently stated that the DUP could be crucial in what looks likely to be a hung Parliament.","305",NA
"The DUP will use such a position to negotiate on behalf of Northern Ireland.","305",NA
"This document sets out some of our key priorities for discussion with the parties which could form the next government.","305",NA
"It also sets out what we will do to create the kind of Northern Ireland we all wish to see.","305",NA
"A century ago Ulster was an economic powerhouse within the British Isles: today with the right investment, policies and dedication we have the potential to create the conditions where we can be so once again.","410",NA
"To do so we need help from Westminster and we need to take bold steps at home as well.","410",NA
"The influence that we may have after this election gives us the once in a lifetime opportunity to transform our economic fortunes for generations to come.","410",NA
"In doing so we are building on firm foundations that have been laid over the last few years.","410",NA
"In 2007 we made growing our economy the Executive’s number one priority.","410",NA
"The restoration of devolution to Northern Ireland has created the peace and political stability to encourage foreign direct investment at record levels.","410",NA
"In fact despite the worldwide economic downturn more jobs have been created in Northern Ireland over the last four years than at any time in recorded history.","410",NA
"Global businesses establishing in Northern Ireland are now the norm rather than the exception.","410",NA
"Our claimant count has been falling for over 25 months and our headline rate of unemployment is broadly in line with the UK average.","410",NA
"For the first time in many years Northern Ireland is emerging from an economic downturn alongside, rather than after the rest of the UK.","410",NA
"After years of campaigning we managed to persuade the UK Government to allow the Assembly to set a Northern Ireland Corporation Tax Rate","402",NA
"and previously had secured the devolution of Air Passenger Duty for longhaul flights.","402",NA
"We have attracted international events to Northern Ireland from the Giro d’Italia to the Irish Open Golf and from the European MTV Awards to the World Police and Fire Games.","410",NA
