"text","cmp_code","eu_code"
"STRONGER FOR SCOTLAND","H",NA
"SNP MPs have used their influence to deliver positive change.","305.1",NA
"Here’s just some of what a strong team of SNP MPs has worked to achieve in the past two years.","305.1",NA
"Holding the UK government to account on powers","H",NA
"When the Scotland Bill was going through Westminster it was the SNP who forced the UK government to give Scotland more powers.","301",NA
"And it was SNP MPs, working with the Scottish Government, who saw off Tory attempts to slash Scotland’s budget by £7 billion in the process.","301",NA
"The SNP secured a deal that ensures Scotland will not lose billions of pounds in return for new powers.","301",NA
"Opposing Tory austerity","H",NA
"SNP MPs have consistently opposed Tory austerity.","504",NA
"Our MPs have been instrumental in forcing UK government budget u-turns on some of the proposed cuts to tax credits and disability benefits.","504",NA
"Fighting to end the Rape Clause","H",NA
"Alison Thewliss has been at the forefront of the campaign against the Tory policy to limit Child Tax Credits to two children","504",NA
"and force women to prove they have been raped to claim benefits for third and subsequent children.","503",NA
"Pension justice for women born in the 1950s","H",NA
"SNP MPs have worked with Women Against State Pension Inequality (WASPI) and led calls at Westminster for women born in the 1950s to receive the pensions they are due.","503",NA
"Legislation on ending violence against women","H",NA
"This year Dr Eilidh Whiteford became the first SNP MP to have a Private Member’s Bill pass at Westminster.","605.1",NA
"The Bill requires the UK government to ratify the Istanbul Convention and take further action to eradicate domestic violence.","605.1",NA
"Fighting against the cruel and punitive sanction regime Mhairi Black has led opposition to the punitive benefit sanctions regime, and proposed a Private Member’s Bill to make the system fairer.","504",NA
"SNP MPs will continue to press for change in the next Parliament.","504",NA
"Leading opposition to the bombing of Syria","H",NA
"It was the SNP that provided the clear and unified opposition to the UK government’s ill-judged decision to bomb Syria.","103.1",NA
"SNP MPs will continue to press the UK government to take meaningful action to bring about a political resolution to end the six-year conflict in Syria, in accordance with UN Security Council Resolution 2254.","106",NA
"Clear, consistent and unified opposition to Trident SNP MPs have been the only effective opposition to the UK government’s plan to spend billions on a new generation of nuclear weapons.","105",NA
"Fighting for a fairer immigration policy","H",NA
"Ian Blackford and Alex Salmond successfully lobbied on behalf of the Brain family and secured their right to live in Scotland.","602.2",NA
"We will continue to support a post-study work visa, to help attract and retain the skills and talent Scotland needs.","411",NA
"Demanding action on tax evasion","H",NA
"Roger Mullin has led calls for the UK government to take action on the use of the Scottish Limited Partnership business model that can be used to undertake criminal activity, fraud and tax evasion.","605.1",NA
"As a result of SNP pressure, the UK government has commenced a review into the use of such practices.","605.1",NA
"Fair compensation for veterans","H",NA
"Kirsten Oswald, alongside the Royal British Legion, successfully campaigned to force the UK goverment to ensure that veterans are entitled to the same compensation for asbestos-related mesothelioma as civilians who contracted the illness.","705",NA
"BUILDING A BETTER SCOTLAND","H",NA
"In Scotland we are working to protect public services, social protections and family incomes from Tory cuts.","504",NA
"High quality health care","H",NA
"Investment in Scotland’s NHS is at a record level and the number of staff working in our NHS has increased by almost 10 per cent since 2007.","504",NA
"Health and social care has been integrated and our hospital A&E departments are the best performing in the UK.","504",NA
"Prescription charges abolished, ensuring there’s no tax on ill health","H",NA
"We abolished prescription charges in 2011.","504",NA
"In England, patients are still forced to pay a Tory tax on health of £8.60 per prescription.","504",NA
"Free, high quality childcare increased","H",NA
