"text","cmp_code","eu_code"
"Get Brexit Done","H",NA
"When the new Government entered Downing Street, the Prime Minister made a simple promise: to get Brexit done.","110",NA
"Many said it would be impossible.","305.1",NA
"But he swiftly negotiated a great new deal – despite Parliament’s best efforts to block his progress.","305.1",NA
"And then, when he put it to MPs, they insisted on yet more delay.","305.1",NA
"We must move on.","110",NA
"No more renegotiations.","110",NA
"No more referendums.","110",NA
"Every week is costing us.","110",NA
"Investment is waiting to come into the country.","110",NA
"Families and businesses cannot make vital decisions.","110",NA
"The public services cannot get the attention they deserve.","110",NA
"Our priority as Conservatives is to get Brexit done","110",NA
"– so that we can unleash the potential of this great country.","601.1",NA
"So that we can push past the obstacles that other parties have put in our country’s way.","305.1",NA
"So that we can deliver on the people’s decision in 2016","202.1",NA
"and use our new post-Brexit freedoms to transform the UK for the better by focusing on your priorities.","110",NA
"If we elect a majority of Conservative MPs to Parliament, we will start putting our deal through Parliament before Christmas and we will leave the European Union in January.","110",NA
"Boris Johnson’s new deal takes the whole country out of the EU as one United Kingdom.","110",NA
"It takes us out of the customs union,","407",NA
"allowing us to set our own tariffs","406",NA
"and do our own trade deals.","406",NA
"It allows us to pass our own laws and ensures that it is our courts that enforce them.","601.1",NA
"Our deal is the only one on the table.","305.1",NA
"It is signed, sealed and ready.","305.1",NA
"It puts the whole country on a path to a new free trade agreement with the EU.","407",NA
"This will be a new relationship based on free trade and friendly cooperation,","407",NA
"not on the EU’s treaties","110",NA
"or EU law.","110",NA
"There will be no political alignment with the EU.","110",NA
"We will keep the UK out of the single market,","110",NA
"out of any form of customs union,","110",NA
"and end the role of the European Court of Justice.","110",NA
"This future relationship will be one that allows us to: Take back control of our laws.","601.1",NA
"Take back control of our money.","401",NA
"Control our own trade policy.","401",NA
"Introduce an Australian-style points-based immigration system.","601.2",NA
"Raise standards in areas like workers’ rights,","701",NA
"animal welfare,","501",NA
"agriculture","703.1",NA
"and the environment.","501",NA
"Ensure we are in full control of our fishing waters.","406",NA
"We will negotiate a trade agreement next year","407",NA
"– one that will strengthen our Union –","601.1",NA
"and we will not extend the implementation period beyond December 2020.","110",NA
"In parallel, we will legislate to ensure high standards of workers’ rights,","701",NA
"environmental protection","501",NA
"and consumer rights.","403",NA
"The only way to deliver Brexit is with a Conservative majority in Parliament.","110",NA
"A vote for any other party or candidate is a vote for Jeremy Corbyn","305.2",NA
"– and a vote for more chaos.","305.3",NA
