"text","cmp_code","eu_code"
"Believe In Britain",NA,NA
"May 7th presents the people of Britain with an incredible opportunity. For the first time in 100 years, there is real change on the horizon. All you Now, there is something to vote for, if you believe in Britain. have to do is vote for it. If you believe that we are big enough to make our own laws, in our own Political party manifestos are usually filled with arbitrary, over-ambitious parliament; if you believe we should have the sovereign right to control our targets and pledges to some special interest group here or there. UKIP is own borders; if you believe that we should be fiscally responsible, and stop different. adding to our national debts and expecting our children and grandchildren to pay the bill, then we are the party for you. In this document, which should inform your choice at this election, you will find serious, fully-costed policies that reflect what our party is all about: If you believe in these things and that in this year, the 800th anniversary  believing in our country. of Magna Carta, you believe we should seize the opportunity for real change in our politics; rebalance power from large corporations and big On the major issues of the day - immigration, the economy, our health government institutions and put it back into the hands of the people of this service and living standards – the establishment parties have repeatedly country, then there really is only one choice. and knowingly raised the expectations of the public, only to let us down, time and time again. If you believe in Britain, vote UKIP on May 7th. In many ways, this is where UKIP came from: a feeling that successive governments were no longer representing the will of the British people.",NA,NA
"CONTENTSINTRODUCTION TO OUR MANIFESTO 5 ECONOMY 6 IMMIGRATION  10 THE NHS 14 SOCIAL CARE  18 PENSIONS  20 WELFARE AND DISABILITY  22 CHILDCARE AND THE FAMILY  24 EDUCATION  28 HOUSING AND THE ENVIRONMENT  32 TRANSPORT  36 ENERGY  38 EMPLOYMENT  40 SMALL BUSINESS 42 FARMING AND THE COUNTRYSIDE 46 FISHING  48 HERITAGE AND TOURISM  50 CRIME AND JUSTICE  52 POLITICAL REFORM  56 LOCAL GOVERNMENT  58 BRITISH CULTURE  60 TRADE  62 DEFENCE  64 HONOURING THE MILITARY COVENANT  66 FOREIGN AFFAIRS 67 OVERSEAS AID  68 BREXIT  70 FINANCE  72",NA,NA
"Published and Promoted by Paul Oakden, on behalf of the UK Independence Party, 1 King Charles Business Park, Old Newton Road, Heathfield, Newton Abbot, Devon, TQ12 6UT.",NA,NA
"INTRODUCTION TO OUR MANIFESTO",NA,NA
"If only all politicians could believe in Britain as UKIP does.","601",NA
"If only they could share our positive vision of Britain as a proud, independent sovereign nation,","601",NA
"a country respected on the world stage,","601",NA
"a major player in global trade,","601",NA
"with influence and authority when it comes to tackling the pressing international issues of the day.","601",NA
"This manifesto is our blueprint for a Britain released from the shackles of the interfering EU.","110",NA
"This makes it markedly different to those of the other main parties.","110",NA
"While we see a free, prosperous, healthy, international future for Britain, their cowardice binds our country to a failing super-state that tells us what to do and does not listen to what we want.","110",NA
"Our manifesto also throws down the gauntlet to those who have ridiculed us, jeered at us and lied about our voters, our people and our policies.","305",NA
"It tells the truth about what UKIP stands for.","305",NA
"It takes care of Britain’s finances too.","408",NA
"Taxpayers could get so much better value for their money if we left the EU,","110",NA
"made reasonable cuts to the foreign aid budget,","109",NA
"replaced the unfair Barnett formula,","404",NA
"scrapped HS2,","404",NA
"ended ‘health tourism’","404",NA
"and cut the cost of government.","303",NA
"These are our plans and they give us a budget to invest in Britain the other parties can only dream of.","404",NA
"Without adding a penny to our burgeoning national debt, without cutting vital services and without raising taxes, we can, over the course of the next parliament:","404",NA
"Invest an extra £12 billion into the NHS;","504",NA
"put £5.2 billion more into social care;","504",NA
"build a dedicated military hospital","504",NA
"and abolish hospital parking charges","504",NA
"End income tax on the minimum wage;","503",NA
"cut income taxes for middle earners;","503",NA
"scrap inheritance tax;","503",NA
"abolish the ‘bedroom tax’","503",NA
"and increase the transferable personal tax allowance for married couples and civil partners","503",NA
"Fund 6,000 additional posts spread between the police service, the prison service and the Border Agency","605",NA
"Cut business rates for small businesses","402",NA
"Waive tuition fees for students taking a degree in science; technology; engineering; maths or medicine","506",NA
"Increase defence spending to 2 per cent of GDP to honour our NATO obligations","104",NA
"Invest £1.5 billion into mental health and dementia services","504",NA
"Pay carers an extra £572 a year","504",NA
"Build 500 affordable rent homes every year","409",NA
"and eight halfway house hostels for homeless veterans","409",NA
"Remove stamp duty on the first £250,000 for new homes built on brownfield sites.","409",NA
"Our fiscal plans identifying how we will fund these policies have been rigorously and independently assessed by the Centre for Economic and Business Research (Cebr).","404",NA
"The Cebr has been extremely diligent and has challenged us frequently, so voters can be assured our manifesto commitments are sound and affordable.","404",NA
"Ours is an amazing country, but it could be better still.","601",NA
"As Mark Reckless said when he joined UKIP last year: “we are more than just a star on someone else’s flag.”","601",NA
"Britain is great: if you believe this too, then believe in us and vote UKIP.",NA,NA
"“Our willingness to take the axe to politically correct spending programmes makes us the one party that can stick to the Treasury’s deficit elimination plan, while cutting taxes and increasing spending on vital services such as the NHS and defence of our nation.”",NA,NA
"Believe    in Britain UKIP believes the key to creating a successful, dynamic economy and a fair society lies in harnessing the ingenuity, resourcefulness and appetite for hard work  of the British people.",NA,NA
"Under previous governments, excessive rates of taxation have killed incentives for people to create wealth and make the most of their talents.",NA,NA
"Our approach to the economy revolves around restoring incentives for workers by cutting taxes","701",NA
"and ending the current ‘open door’ arrangement for European labour that has driven down wages in recent years.","110",NA
"By the end of the next parliament, UKIP will: Raise the personal allowance to at least £13,000 so people can earn enough money to cover their basic living costs before the state starts to take income tax out of their pay packets.","503",NA
"This will take those on minimum wage out of tax altogether","503",NA
"Abolish inheritance tax.","404",NA
"Assets bought out of taxed income should not be taxed again when their owners die.","404",NA
"We will strike out the hated ‘death tax.’","503",NA
"It hits the middle classes hardest, those who have worked to provide for their dependents, because the wealthiest almost always manage to avoid paying it","503",NA
"Raise the threshold for paying 40 per cent income tax to £55,000","404",NA
"and introduce a new intermediate tax rate of 30 per cent on incomes ranging between £43,500 and £55,000.","404",NA
"A tax originally designed for high earners should not be levied on middle-income earners such as school teachers and senior nurses","404",NA
"Increase the transferable tax allowance for married couples and civil partners to £1,500.","404",NA
"The longer term aspiration of a UKIP government will be to create an income tax structure of a basic rate of 20 per cent, an intermediate rate of 30 per cent, and a top rate of 40 per cent, meaning income taxes will be flatter and lower.","404",NA
"Bringing down taxes on working people at the bottom and in the middle ranges of the income scale is our priority.","503",NA
"In the longer term, we will aim to restore the personal allowance to those earning over £100,000 and make 40 per cent the top rate of tax for all, as it used to be.","503",NA
"VAT",NA,NA
"Outside the EU, we will have control over VAT.","110",NA
"Significantly, we will be able to deal with distortion imposed by EU legislation and zero-rate certain goods and services that have previously had VAT charged on them.","110",NA
"This means we can – and will - remove VAT completely from repairs to listed buildings and sanitary products, for example.","110",NA
"CORPORATION TAX DODGING",NA,NA
"It is grossly unfair that a few multi-national corporations have been able to access all the benefits of our thriving British consumer market without making a proper contribution to the costs of British society.","403",NA
"The public has every right to be angry about this.","403",NA
"UKIP will not allow large companies to continue getting away with paying zero or negligible corporation tax in Britain. We will bring this unfairness to an end.",NA,NA
"By restoring British tax sovereignty, which we lost when we signed up to the EU,","110",NA
"we will end the practice of businesses paying tax in whichever EU or associated country they choose.","403",NA
"Our membership of the EU enables companies to avoid paying some UK taxes with impunity and we will close this loophole.","110",NA
"We will also set up a Treasury Commission to monitor the effectiveness of the new Diverted Profits Tax and bring in any further measures necessary to prevent large multinational corporations using aggressive tax avoidance schemes.","403",NA
"REDUCING THE DEFICIT, PAYING OFF OUR DEBTS",NA,NA
"Years of mismanagement by Labour and Conservative governments have left our public finances in a mess.","414",NA
"The public sector deficit in 2014/15 is expected to be around £90 billion and our national debt close to £1.5 trillion, £500 billion more than it was when David Cameron took over in 2010.","414",NA
"This is a terrible legacy to leave our children and grandchildren.","414",NA
"Interest payments on our national debt alone cost £46 billion every year: more than £700 for every man, woman and child in the country.","414",NA
"It is more than we are spending on defence.","104",NA
"The Chancellor has failed to stick to his 2010 promise to wipe out the deficit by the end of the current parliament, despite damaging cuts to public services.","414",NA
"In the March 2015 Budget, a new deficit reduction schedule was unveiled, envisaging the elimination of the deficit by the third year of the next parliament, with a surplus being recorded after that.","414",NA
"While this current Treasury plan is a reasonable target, there is little public faith it will be achieved, coming as is does in the wake of previous failure.","414",NA
"UKIP MPs in the next parliament will make sure the Treasury sticks to this latest plan, with no backsliding.","414",NA
"We will hold the next Chancellor’s feet to the fire when it comes to improving public finances.","414",NA
"UKIP will make a difference by being a powerful, much-needed voice in favour of sound financial management.","414",NA
"FINANCING UKIP SPENDING PLANS",NA,NA
"UKIP will finance a fairer tax system and fund our public spending proposals by sharp reductions in spending on specified public sector programmes.","414",NA
"By the end of the next parliament we will: Save £9 billion a year in direct net contributions to the European Union budget by leaving the EU","110",NA
"Reduce the overseas aid budget from 0.7 per cent to  0.2 per cent of GNI, matching the percentage contribution made by the USA.","109",NA
"This change will be phased in so projects in progress can be completed and contractual obligations met.","109",NA
"Annual savings will increase to £11 billion by 2019/20 and money for bilateral aid projects will not be languishing in EU bank accounts","110",NA
"Save £4 billion a year in capital expenditure by scrapping the HS2 vanity project, which will benefit the few at the expense of many","414",NA
"Reduce spending by £5.5 billion by replacing the Barnett Formula","414",NA
"REPLACING THE BARNETT FORMULA",NA,NA
"The Barnett Formula is the method by which HM Treasury allocates funds to Scotland, Wales and Northern Ireland.","303",NA
"Despite being in existence for thirty-seven years, since when we have seen devolution and significant changes in the respective countries’ fortunes, this formula has never been reviewed or updated.","303",NA
"Now discredited, it was disowned by Lord Barnett himself.","303",NA
"UKIP believes the Barnett Formula has passed its sell-by date.","303",NA
"Spending has become increasingly unfair, with Scotland receiving  a considerably higher per capita spend, despite moving towards  further tax-raising and spending powers of its own.","503",NA
"Scotland receives almost £1,400 more per person in public spending than the UK average and nearly £450 more than Wales.","503",NA
"This is why Scotland is able to spend in a manner not possible elsewhere in the UK.","503",NA
"We agree with the House of Lords Select Committee on the Barnett Formula which in 2009 concluded that: The Barnett Formula results in ‘per capita allocations that are arbitrary and unfair’","503",NA
"Scotland has ‘markedly lower overall need than Wales’","503",NA
"‘The Barnett Formula should no longer be used to determine annual increases in the block grant for the devolved administration’","503",NA
"‘A new system which allocates resources to the devolved administrations based on an explicit assessment of their relative needs should be introduced’","503",NA
"‘A formula based on relative need is a practical possibility.’","503",NA
"These conclusions echoed a House of Commons Justice Committee report in the same year, which stated: ‘The Barnett Formula is overdue for reform and lacks any basis in equity or logic.’","303",NA
"The government of the day was urged to devise a new, needs-based formula.","305",NA
"Both reports have been ignored.","305",NA
"UKIP will implement these recommendations within the time frame anticipated by the House of Lords Select Committee: ‘a transitional period of between three and five years, preferably no more than seven.’","303",NA
"The introduction of a new system will result in substantial reductions in funding for Scotland,","503",NA
"but, as the Scottish government is to have significant further powers over taxation, borrowing and spending in due course, it can make its own decision as to whether to raise taxes or cut public spending to balance the books.","301",NA
"Either way, the devolved administration in Scotland will be well placed to balance its fiscal, economic and spending priorities.","301",NA
"CUTTING THE COST OF WESTMINSTER",NA,NA
"The cost to the taxpayer of the Houses of Parliament, Ministerial Departments, the Home Civil Service and Whitehall-funded quangos is huge, running into hundreds of millions of pounds every year.","303",NA
"UKIP believes we can make considerable savings","303",NA
"at the same time as improving democratic accountability.","202",NA
"These savings include: Reducing the size of the House of Commons and ensuring parliamentary constituencies across the country are of equal size","303",NA
"Abolishing government departments when their essential powers and functions can be merged into other departments.","303",NA
"Such departments will include the Department for Energy and Climate Change,","303",NA
"the Department for International Development,","303",NA
"and the Department for Culture, Media and Sport","303",NA
"Reducing the number of secretaries of state, ministers and parliamentary undersecretaries-of-state and, accordingly, the size of government","303",NA
"Cutting departmental running costs where they do not deliver value for money","303",NA
"Reducing the £7.2 million cost of paid advisers and bring more transparency to their appointment","303",NA
"Abolishing unnecessary quangos such as the Cabinet Office’s ‘Big Society’ programme (£49 million),","303",NA
"the National Citizen Service (£62 million),","303",NA
"DfID’s International Citizen Service Volunteers (£110 million)","303",NA
"and Defra’s Waste Resource Action Programme (£15.5 million)","303",NA
"Clamping down on so-called ‘fake charities,’","303",NA
"or state-funded political activism","303",NA
"Ending tax-payer funded overseas junketing and non-essential ‘fact-finding’ missions","303",NA
"Ceasing all subsidies for bars and dining rooms in the Palace of Westminster","303",NA
"Preventing MPs claiming expenses that are not incurred wholly, exclusively and necessarily in the performance of their duties, like every other member of society.","303",NA
"We anticipate investing savings made from cutting the cost of Westminster into a dedicated fund to contribute to the repair and maintenance of the beautiful and historic Palace of Westminster.","303",NA
"The fabric of this building has been neglected and the estimated cost of essential repairs is currently £3 billion.","303",NA
"Government has focused on the wrong spending priorities for far too long.","305",NA
"It is time to stop wasting money on trying to be popular on the world stage, and  start tackling urgent, pressing  needs here in the UK.","601",NA
"By changing our spending priorities British taxpayers can get much better value for money.","414",NA
"UKIP will take Britain out of the red and back  into the black.","414",NA
"IMMIGRATION",NA,NA
"“Britain is a compassionate, caring nation. In the course of our island’s history we have welcomed millions of people to these shores and we are proud of that record. UKIP does not have a problem with migration. What we do have a problem with is the uncontrolled, politically-driven immigration that has been promoted and sustained by Labour and the Conservatives.”",NA,NA
"The increasing ebb and flow of people across our planet is one of the greatest issues of our time.","601",NA
"In 1950s Britain, some 25,000 immigrants arrived here annually and net migration was negligible.","601",NA
"Now, immigration into the UK is at an all time high:","601",NA
"in the year to September 2014, 624,000 migrants moved to our island and annual net migration, which takes into account those leaving the country, now stands at 298,000, again, a new record","601",NA
"Nearly seven million immigrants came to the UK when the Blair and Brown Labour governments deliberately and recklessly threw open our borders between 1997 and 2010.","601",NA
"Over two million more have arrived since David Cameron came to power and spectacularly broke his promise to reduce net migration to the “tens of thousands…No ifs. No buts.”","601",NA
"This unprecedented influx has had significant consequences on our economy, our public services, our culture and our environment.","601",NA
"Evidence from the EU and the UK Parliament’s Treasury Select Committee reveals how immigration has driven down wages and led to job losses for British workers.","601",NA
"The sheer weight of numbers, combined with rising birth rates (particularly to immigrant mothers) and an ageing population, is pushing public services to breaking point.","601",NA
"To meet demand, we must build one home every seven minutes;","601",NA
"we wait longer to see our GP or be treated in hospitals;","601",NA
"our children are learning in schools with over-sized classes,  or having lessons disrupted by building work as schools are forced to keep expanding.","601",NA
"The British public has every right to be concerned.","601",NA
"Surveys consistently show immigration as one of the top three issues for voters.","601",NA
"Yet, instead of listening, the old parties have responded with insults and contempt: even our prime ministers have labelled good, decent people ‘closet racists’ and ‘bigots.’","305",NA
"Immigration is not about race; it is about space.","601",NA
"Immigrants are not the problem; it is the current immigration system that is broken.","110",NA
"Our current immigration rules ignore the wishes of the British people.","601",NA
"They discriminate in favour of EU citizens and against the rest of the world.","110",NA
"The system is failing so badly that we cannot even properly identify how many people enter and leave our country.","110",NA
"TO REFORM OUR IMMIGRATION SYSTEM UKIP WILL:",NA,NA
"Take back control of our borders","110",NA
"Put  a  five-year  moratorium  on  immigration  for  unskilled  workers,  which will enable the unemployed already living here to find work and those already working to see wage growth","406",NA
"Introduce  an  Australian-style  points  based  system  to  manage  the  number and skills of people coming into the country,","406",NA
"treating all citizens of the world on a fair and equal basis as a welcoming, outward-looking country","503",NA
"Tackle the problem of sham marriages.","605",NA
"These policies are essential if we are to give our country the breathing space it desperately needs from mass uncontrolled immigration,","406",NA
"create harmonious, integrated communities,","608",NA
"and catch up on building the essential infrastructure needed to sustain our growing nation.","411",NA
"CONTROLLING OUR BORDERS",NA,NA
"We can never control immigration while we continue to be members of the European Union.","110",NA
"Until we leave, we are forced to abide by the EU’s founding, unshakable principle of the ‘free movement of people,’ meaning we cannot prevent the flow of citizens from all EU member states into Britain.","110",NA
"Other political parties will promise to control immigration, but while they continue to support the UK’s membership of the EU, they are not being honest with the electorate.","110",NA
"Wholly unable to control EU migration, they can only reduce numbers by slamming the door in the face of people from around the rest of the world.","110",NA
"The old parties already support blatant discrimination against Commonwealth countries, with whom Britain has traditionally had long and friendly relationships.","101",NA
"This inequality will at best continue and at worst increase, under their prejudicial immigration policies.","110",NA
"UKIP will: Increase the numbers of Border Agency staff by 2,500","605",NA
"Implement  new  border  control  technology  solutions  to ensure all passport and visa holders are counted in and out and to identify over-stayers, including those on student visas.","605",NA
"MANAGING IMMIGRATION",NA,NA
"We will establish a Migration Control Commission to oversee operation of our Australian-style points based system.","406",NA
"This commission will operate under a strict mandate to significantly reduce the numbers of people migrating to the UK.","406",NA
"It will determine Britain’s economic and social needs annually and then recommend how many immigrants, with what skills required, we will accept into Britain.","406",NA
"Because the other parties have failed to control immigration, UKIP will limit highly-skilled work visas to 50,000 per annum,","406",NA
"including those from the EU,","110",NA
"and apply a moratorium to unskilled and low-skilled labour over the course of the next parliament.","406",NA
"UKIP has no intention of ‘pulling up the drawbridge’ to Britain, as has been suggested.","406",NA
"We simply want to control who walks over it, like nearly 200 other countries worldwide.","406",NA
"OUR VISA SYSTEM",NA,NA
"A new visa system will be operated on a strict principle of non-discrimination between peoples of all nations applying to work, study and visit the United Kingdom.","503",NA
"We will offer five principal visa categories: Work  Visas  will be issued to skilled and key workers under our Australian-style points  based system.","406",NA
"Workers under this scheme will be required to have medical insurance to cover both themselves and any dependent s for five years’ duration.","406",NA
"During this time they will not be able to claim any benefits or non-urgent NHS treatment, unless they can be treated under any reciprocal international agreements or have been granted a specific exception by the Migration Control Commission.","406",NA
"Those arriving on work visas will not be granted permanent leave to remain, however they can apply for British citizenship after five years if they have worked and paid tax here.","406",NA
"Visitor visas and entry passes-We value and want to encourage tourism, however there are inequalities in the current system, which treats some nationalities more favourably than others.","406",NA
"The Migration Control Commission will be charged with finding a system which enables countries with which the UK already has close ties, such as member states of the European Union and the Commonwealth, to establish reciprocal arrangements for visitor visas and term-dated entry passes.","406",NA
"Student visas- The international student community makes an important contribution to the UK.","406",NA
"Because students are in Britain only on a temporary basis, we will categorise them separately in immigration figures.","406",NA
